first_name,last_name,email,Пароль,phone_number,address,position,department,start_date,salary
Руслан,Адамчук,baranykmaryna@gmail.com,AUrbq5SEll,+380 95 854-58-91,місто Снятин,Розробник,Розробка,30.04.2022,28122
Данна,Заруба,artiushenkoivan@ukr.net,kw8y4gy07s,+380 66 889-92-03,селище Тараща,Менеджер,Фінанси,16.05.2021,42104
Любов,Василенко,egzhytska@outlook.com,93kc9dCwae,+380 99 981-14-58,село Суми,Дизайнер,IT,25.08.2022,42319
Прохір,Захаренко,veibozhenko@gmail.com,yJqxNCObNL,+380 67 117-49-61,хутір Берегове,Тестувальник,HR,10.10.2023,26719
Світлана,Гунько,tlahoda@ukr.net,jDKp9IiLIH,+380 66 605-14-63,хутір Берислав,HR,Фінанси,28.10.2020,26393
Мілена,Яремко,zakhar16@mail.ua,JJREAAXutg,+380 66 553-97-68,хутір Волноваха,Менеджер,HR,25.09.2024,27417
Іван,Іваничук,zatamanchuk@ukr.net,q2mnfoNea8,+380 99 855-58-80,хутір Новояворівськ,Менеджер,Продажі,30.08.2022,45545
Ольга,Пустовіт,xhavrylyshyn@yahoo.com,3gO5UsylVn,+380 96 631-66-37,хутір Покровськ,Менеджер,HR,04.06.2021,28270
Трохим,Гайденко,mshchors@meta.ua,49FeH0SDme,+380 95 987-26-86,місто Сквира,Менеджер,Продажі,04.04.2020,20065
Венедикт,Баштан,panas28@ukr.net,bTSc43JlE8,+380 97 611-05-82,село Кіцмань,Дизайнер,Маркетинг,15.02.2024,27070
Андрій,Худобʼяк,feofanpiddubna@i.ua,zGZCQOWqVN,+380 96 577-36-45,хутір Бровари,Менеджер,HR,13.04.2024,49090
Людмила,Штокало,martyn57@meta.ua,O4RNIyEMEs,+380 97 601-92-57,хутір Бобринець,Менеджер,Продажі,15.04.2020,41976
Василина,Жук,skopenkotymofii@outlook.com,frw71bwCLu,+380 96 274-47-69,село Судак,Тестувальник,IT,22.07.2023,47818
Павло,Яремків,atamanchukboryslav@ukr.net,DqMBEE7Yx7,+380 99 670-04-16,хутір Горішні Плавні,Менеджер,Маркетинг,18.10.2022,34429
Світлана,Зінкевич,uartymovych@meta.ua,GUcoiE6FNR,+380 95 307-18-14,місто Новгород-Сіверський,Дизайнер,Продажі,11.12.2022,39264
Марта,Колодуб,nkozak@yahoo.com,Uuf3csdOoH,+380 95 680-42-83,хутір Новоселиця,Аналітик,HR,23.06.2023,34375
Ада,Ґерус,zvernydub@i.ua,FFm5sllD9f,+380 73 597-16-93,місто Жмеринка,Розробник,HR,18.04.2020,29684
Любов,Чумак,qzabila@meta.ua,kHJGe$RRFV,+380 95 944-15-29,село Нетішин,Тестувальник,Розробка,22.01.2021,25186
Нестор,Бараник,viacheslavartym@meta.ua,ageVWFRQdq,+380 67 183-95-57,селище Славутич,Аналітик,Продажі,09.09.2023,33220
Марія,Євтушенко,antonteslia@yahoo.com,w8a8XVMh0V,+380 50 152-31-56,хутір Гуляйполе,Менеджер,HR,08.04.2021,16605
Дарина,Зінкевич,makarabramchuk@i.ua,IBpniqKt8t,+380 66 934-70-57,село Шумськ,Тестувальник,HR,28.01.2021,31893
Остап,Гавришкевич,panteleimon31@meta.ua,tAsRdNVhE8,+380 93 661-63-25,місто Голубівка,HR,Розробка,02.04.2024,25056
Артем,Ємельяненко,galaganhlib@i.ua,KCn7zj3hnm,+380 50 785-12-27,село Шахтарське,Менеджер,IT,28.06.2021,49346
Владислав,Рябченко,khrystyna15@mail.ua,H1eGLH47Bt,+380 67 957-99-19,хутір Нова Одеса,Менеджер,Продажі,15.06.2020,22089
Розалія,Олійник,dmytro37@gmail.com,uoINJVuCiO,+380 97 400-46-58,хутір Бершадь,HR,Продажі,13.05.2022,38758
Юстина,Масляк,bkarmaliuk@ukr.net,VuD9Eih91K,+380 50 903-40-94,хутір Сіверськодонецьк,HR,Фінанси,26.06.2023,24961
Валентин,Гаврюшенко,bohdantokar@ukr.net,vStsI0XX93,+380 97 369-13-47,місто Болехів,Розробник,Фінанси,14.08.2023,38073
Ярина,Шведченко,havryloiesypenko@yahoo.com,jxdQbzAPZV,+380 99 662-70-71,хутір Виноградів,Аналітик,HR,21.06.2023,19126
Адам,Аверченко,valentyna54@meta.ua,XpcSlOkyTl,+380 97 913-26-92,селище Подільськ,Розробник,HR,06.05.2023,34021
Роксолана,Дробаха,ruslaniaremchuk@yahoo.com,O31BRvMlxc,+380 93 403-70-38,хутір Отаманівка,Тестувальник,HR,09.11.2024,24109
Пармен,Бабич,tymofii01@gmail.com,6w4Q5b6W^i,+380 50 840-51-21,село Березівка,Менеджер,Фінанси,02.08.2020,47268
Тереза,Твердохліб,panas47@gmail.com,bEJ*VHkfFY,+380 66 111-23-66,селище Верхівцеве,Розробник,Розробка,31.03.2022,19854
Симон,Жадан,ielyseichubai@meta.ua,6w28xlr1SD,+380 97 846-28-51,село Гуляйполе,Тестувальник,Фінанси,27.12.2022,49336
Пилип,Бабій,bairaksolomiia@ukr.net,ZqIVRgViHp,+380 50 531-40-42,селище Шумськ,Розробник,Маркетинг,20.09.2022,44747
Данило,Гавришкевич,hderhach@ukr.net,tlP1ewT66P,+380 73 973-25-72,село Львів,Розробник,HR,22.01.2023,23481
Віктор,Голобородько,ahrechanyk@outlook.com,kgtG38lQ3M,+380 73 932-32-60,хутір Арциз,HR,Розробка,22.07.2022,45797
Людмила,Тихий,vivcharenkopanas@meta.ua,2a2xmKkBQr,+380 97 498-24-16,місто Овруч,Аналітик,Розробка,17.01.2022,18667
Пилип,Лупій,kybkalovenedykt@meta.ua,R37j92XOYQ,+380 67 582-13-70,селище Іршава,Тестувальник,Розробка,05.07.2020,43192
Олена,Бараник,daryna11@i.ua,r8)bFUkewT,+380 97 105-84-34,місто Оріхів,HR,HR,01.01.2020,41523
Левко,Гунько,atamanchukvarfolomii@i.ua,HTaZWrZEmR,+380 66 853-45-91,селище Хмільник,Дизайнер,HR,23.12.2022,49128
Ольга,Шаповал,vitalii72@gmail.com,fqSvOy6kE3,+380 95 453-47-04,село Бахмут,Аналітик,Маркетинг,02.11.2021,16720
Пармен,Андрейко,vchupryna@ukr.net,wAU18zcFMg,+380 93 755-20-98,селище Хмільник,HR,IT,18.12.2023,41343
Аарон,Бебешко,bliashko@ukr.net,tdHVgojF2T,+380 93 117-89-76,селище Ржищів,Розробник,IT,29.09.2023,44710
Розалія,Товстуха,opanas36@ukr.net,vXzkpybafg,+380 67 822-27-37,хутір Надвірна,Розробник,Продажі,24.08.2024,47478
Аніта,Ільченко,tymofiishelest@meta.ua,ABBdJxdk5l,+380 97 632-06-62,хутір Шаргород,Менеджер,Фінанси,31.03.2020,37448
Златослава,Давиденко,bebeshkovarfolomii@mail.ua,IRyVcmvxUG,+380 99 679-82-34,село Антрацит,Аналітик,Фінанси,15.10.2024,43008
Златослава,Дейнеко,aarondatsiuk@i.ua,3GHVO7BdIV,+380 50 230-23-78,хутір Балта,Розробник,HR,03.04.2021,31464
Лариса,Цибуленко,dakhnoherman@yahoo.com,EShvWhnMXY,+380 50 657-27-53,місто Старий Крим,Тестувальник,HR,17.08.2022,23984
Марко,Сагаль,anzhelavashchenko-zakharchenko@mail.ua,WsbU5rl7KI,+380 67 586-52-06,місто Черкаси,Розробник,IT,22.10.2024,37490
Олександр,Уманець,erika32@gmail.com,Tqccc7HU40,+380 96 631-61-68,хутір Докучаєвськ,Аналітик,IT,28.04.2022,19744
Анжела,Деревʼянко,ldanchuk@ukr.net,mRHYP4vC8M,+380 97 351-65-70,село Кальміуське,Тестувальник,Продажі,17.06.2023,36868
Геннадій,Цибуленко,okseniia58@mail.ua,6mef1GhZvU,+380 98 803-59-07,село Гайворон,Менеджер,Маркетинг,17.07.2023,36036
Богуслав,Кармалюк,kostiantynsahal@ukr.net,4Fn8NWdGYO,+380 98 442-40-17,місто Тернопіль,HR,HR,14.04.2020,20034
Вадим,Конопля,chalafedir@ukr.net,BM5JOQy&9T,+380 67 781-81-26,село Новий Буг,Тестувальник,Розробка,28.12.2019,15766
Юстим,Адамчук,kamilla12@ukr.net,8rKR1jLuPm,+380 95 878-44-44,село Хрустальний,Менеджер,Продажі,29.04.2021,44104
Сергій,Влох,adamadamenko@outlook.com,z9VkJDIwiA,+380 98 724-04-06,місто Довжанськ,HR,Розробка,31.12.2022,39277
Ярослава,Тарасенко,tkachenkoliliia@meta.ua,vxHubJxYyK,+380 73 462-69-34,місто Довжанськ,Менеджер,Розробка,31.03.2023,45484
Йосип,Тесля,ostapfartushniak@meta.ua,pZqtLXKRB5,+380 93 405-46-58,село Конотоп,Тестувальник,Маркетинг,21.01.2024,31349
Ігор,Яценко,fpylypenko@yahoo.com,jFtPIeGGKp,+380 67 913-04-25,село Мостиська,HR,Маркетинг,15.06.2022,49547
Тарас,Гук,viratelizhenko@ukr.net,uOdUCO3qUr,+380 93 446-75-26,селище Вашківці,HR,IT,29.01.2024,36235
Святослава,Єрмоленко,yshvaika@yahoo.com,OORJNyqTlJ,+380 50 169-28-99,село Сіверськ,Аналітик,Маркетинг,07.05.2021,39480
Віктор,Палій,qchernenko@gmail.com,hxLX9GAwxy,+380 99 933-64-67,хутір Горлівка,Розробник,Фінанси,25.06.2024,46804
Степан,Зінкевич,ydanchenko@i.ua,RZpDxeER0b,+380 97 450-19-60,місто Теребовля,Тестувальник,Продажі,29.11.2022,47341
Тарас,Юрчук,panas65@mail.ua,hcp8PdafPM,+380 95 226-03-44,селище Олешки,Дизайнер,IT,23.02.2023,28424
Ірина,Демʼянюк,akulenkoamvrosii@ukr.net,uU4B75NeiA,+380 50 150-23-63,хутір Покровськ,HR,IT,07.02.2024,25745
Костянтин,Голик,stusfrants@gmail.com,I4OT3bpqBK,+380 96 213-05-27,село Вознесенськ,Розробник,Розробка,19.01.2022,27619
Ярина,Романець,adahaidenko@meta.ua,xqjtD8BGEZ,+380 96 163-33-04,село Коростишів,Менеджер,Маркетинг,09.02.2022,29857
Марія,Коваленко,iryna39@yahoo.com,DW6Ic8felD,+380 98 879-32-29,село Балта,Менеджер,Маркетинг,03.01.2022,22873
Михайлина,Тарасенко,petroprytula@meta.ua,xb0Fi67oyI,+380 93 338-04-40,село Біляївка,Розробник,HR,04.04.2024,45006
Аврелій,Кабалюк,anastasiia79@gmail.com,Efr7YORVXx,+380 97 325-82-79,хутір Пирятин,Менеджер,Фінанси,03.12.2020,16427
Дарина,Єрченко,iustymrak@meta.ua,UIMGqDlqjt,+380 66 102-76-41,місто Бар,Розробник,Розробка,26.10.2022,18554
Лукʼян,Демʼянюк,riabetshryhorii@mail.ua,eZe1hvIBiX,+380 95 807-90-39,село Броди,Розробник,Маркетинг,30.12.2023,46356
Євген,Ейбоженко,babiiamaliia@meta.ua,bnBKwjQCGp,+380 96 320-91-20,місто Бахмут,Аналітик,Продажі,03.08.2022,23005
Еріка,Акименко,malyshkoandrii@yahoo.com,d7aydn1Ac5,+380 66 297-58-16,селище Любомль,HR,Продажі,13.12.2023,49014
Пантелеймон,Кащенко,ohrechanyk@yahoo.com,U33a^jyC11,+380 95 107-97-78,хутір Брянка,Аналітик,Продажі,08.05.2022,33977
Софія,Юрчишин,ikashchenko@ukr.net,gHkrW93e5L,+380 98 958-30-74,хутір Рахів,Аналітик,Фінанси,14.01.2021,23058
Стефан,Затовканюк,xdatsenko@outlook.com,bqPcvLfPDb,+380 73 672-69-51,село Армянськ,Тестувальник,Маркетинг,08.06.2022,49897
Прохір,Зубко,odarkavelychko@yahoo.com,kxWsb37zIi,+380 95 187-00-20,селище Хмільник,Тестувальник,Продажі,16.08.2023,28009
Амалія,Александренко,arkadiidavymuka@outlook.com,cv0S9iP3QY,+380 96 850-38-02,селище Люботин,HR,IT,31.01.2023,35100
Ярослав,Артюх,milenasemenchenko@meta.ua,2a*ICsOgDi,+380 98 144-34-48,хутір Дубно,Аналітик,Розробка,19.10.2022,21612
Анастасія,Голик,wkashchenko@mail.ua,Ul69Pe54AF,+380 96 197-77-13,село Христинівка,Дизайнер,Розробка,16.02.2022,48647
Юстина,Дзюба,chavrysh@i.ua,f02sOXqheb,+380 98 653-00-12,місто Прип'ять,Менеджер,HR,10.10.2023,28774
Костянтин,Базавлученко,rbarabash@outlook.com,dwjJ1KFWGk,+380 96 268-28-27,місто Дружківка,Тестувальник,IT,31.05.2021,33249
Ярина,Алексюк,rsmyk@meta.ua,zrNozDs8br,+380 99 762-84-43,хутір Миргород,HR,Фінанси,01.05.2024,43288
Захар,Затула,klymentzhalilo@mail.ua,qy2frWLA8d,+380 93 232-89-87,хутір Вуглегірськ,HR,Розробка,18.07.2020,15855
Валентина,Дробʼязко,gkorolenko@outlook.com,C3BcqGzesR,+380 99 338-57-34,місто Кипуче,Розробник,Продажі,17.05.2021,39051
Амвросій,Салій,svitlana09@yahoo.com,6ulTr7tcUI,+380 67 468-10-98,місто Павлоград,Тестувальник,Маркетинг,22.07.2023,17332
Павло,Фурс,orysia41@i.ua,GayoLnzro$,+380 66 709-95-16,селище Почаїв,Розробник,HR,03.08.2024,30774
Ростислав,Теліженко,xfranchuk@mail.ua,gEm6FGd6lD,+380 73 988-18-89,місто Люботин,Дизайнер,HR,26.02.2024,27710
Віктор,Скиба,ciarema@ukr.net,E4aSvhrlXX,+380 93 946-92-45,село Ланівці,Дизайнер,IT,13.08.2024,21424
Ада,Доценко,sheremetahordii@yahoo.com,hSxwKqqt05,+380 97 270-38-23,село Куп'янськ,Аналітик,IT,04.06.2022,21216
Федір,Євтушенко,orest99@i.ua,mZNJ01j93A,+380 97 451-88-38,місто Благовіщенське,Розробник,Маркетинг,08.04.2021,22728
Тарас,Шеремет,zlatoslava66@mail.ua,lnlkVmE1g0,+380 67 312-08-49,хутір Новоукраїнка,HR,Фінанси,10.05.2021,16355
Аніта,Токар,moskalanton@i.ua,lZnrOoM(89,+380 50 873-44-14,село Баштанка,Розробник,Фінанси,03.06.2022,23554
Георгій,Шморгун,demyd97@i.ua,LXmqCPA2Af,+380 99 955-76-20,селище Лозова,Розробник,IT,06.08.2024,16642
Єлисей,Сімашкевич,faverchenko@yahoo.com,iOMdppFlhc,+380 66 357-59-36,село Гребінка,Тестувальник,Розробка,20.05.2021,45097
Опанас,Ґерета,uholoborodko@gmail.com,7Efj9VlPc9,+380 99 971-54-47,селище Ходорів,HR,HR,13.04.2024,15636
Нестор,Шовкопляс,rpanchuk@yahoo.com,62F5w2LzSR,+380 97 373-40-36,місто Балаклія,Дизайнер,IT,13.02.2020,15968
Роман,Лупій,zkhmara@yahoo.com,bVwSS!jrtv,+380 67 715-64-76,село Дебальцеве,Менеджер,Розробка,26.06.2024,25347
Марія,Дараган,antoniatsenko@mail.ua,l9nm)emtrh,+380 95 685-33-48,місто Городенка,Дизайнер,Фінанси,10.05.2024,36059
Святослава,Михайличенко,iaremenkovarfolomii@i.ua,q4rV4cXq^C,+380 95 547-74-64,місто Нова Каховка,Розробник,Продажі,11.07.2020,37938
Панас,Щириця,irenadubenko@mail.ua,7HbfIAmP1(,+380 66 303-66-41,селище Буринь,Тестувальник,Фінанси,07.01.2022,34409
Марина,Демиденко,itsymbal@meta.ua,iD!wzk14hw,+380 67 280-38-01,хутір Докучаєвськ,Розробник,Продажі,11.07.2022,16467
Клавдія,Єрченко,petro68@yahoo.com,MNCapDHv0j,+380 50 799-64-29,селище Добропілля,Менеджер,Маркетинг,12.08.2023,25812
Семен,Венгринович,gizhak@yahoo.com,jLZIuk$TiN,+380 73 931-12-51,місто Ізюм,Розробник,HR,29.12.2021,16971
Олесь,Андрієвич,mariana30@mail.ua,1p9piDdUho,+380 66 297-84-74,селище Хрестівка,Аналітик,Продажі,20.06.2022,35868
Данна,Павлик,chmilomelian@meta.ua,XvOL2NVp8S,+380 99 381-86-55,селище Ірміно,Менеджер,Маркетинг,20.08.2020,48648
Федір,Міщенко,zdzhun@i.ua,WZySe3SPNA,+380 50 830-71-79,село Дніпрорудне,HR,Маркетинг,28.11.2020,30106
Йосип,Бандера,leontiisliusar@yahoo.com,xP2rduCUcC,+380 93 103-79-46,село Конотоп,Менеджер,HR,04.05.2021,26420
